taxid	rank	pct	classification	pct_gs	sample	tool
2732416	phylum	4.4827	TP	4.4827	17	Gold standard
2732421	class	0.6406	TP	0.6406	17	Gold standard
2732422	class	0.033	TP	0.033	17	Gold standard
2732423	class	4.4827	TP	4.4827	17	Gold standard
2732506	class	2.1122	TP	2.1122	17	Gold standard
2732507	class	1.3326	TP	1.3326	17	Gold standard
2732532	order	0.6406	TP	0.6406	17	Gold standard
2732534	order	0.033	TP	0.033	17	Gold standard
2732536	order	2.7007	TP	2.7007	17	Gold standard
2732537	order	1.782	TP	1.782	17	Gold standard
2732551	order	1.3326	TP	1.3326	17	Gold standard
2732677	genus	0.0273	TP	0.0273	17	Gold standard
2732686	genus	1.2436	TP	1.2436	17	Gold standard
2732779	species	0.0273	TP	0.0273	17	Gold standard
2732873	genus	0.0006	TP	0.0006	17	Gold standard
2732876	genus	0.3011	TP	0.3011	17	Gold standard
2732878	genus	0.3956	TP	0.3956	17	Gold standard
2732928	genus	0.0007	TP	0.0007	17	Gold standard
2732960	genus	0.1453	TP	0.1453	17	Gold standard
2732978	genus	1.5466	TP	1.5466	17	Gold standard
2733085	genus	0.9097	TP	0.9097	17	Gold standard
2733103	genus	0.3939	TP	0.3939	17	Gold standard
2733124	genus	0.0207	TP	0.0207	17	Gold standard
2733141	genus	1.6352	TP	1.6352	17	Gold standard
2733186	genus	0.4376	TP	0.4376	17	Gold standard
2733583	species	0.0007	TP	0.0007	17	Gold standard
2733636	species	1.2284	TP	1.2284	17	Gold standard
2733874	species	0.9327	TP	0.9327	17	Gold standard
2733982	species	0.1223	TP	0.1223	17	Gold standard
2734029	species	0.0013	TP	0.0013	17	Gold standard
2734031	species	1.18	TP	1.18	17	Gold standard
2734077	species	0.9097	TP	0.9097	17	Gold standard
2734105	species	0.3939	TP	0.3939	17	Gold standard
2734156	species	1.6352	TP	1.6352	17	Gold standard
2734244	species	0.4376	TP	0.4376	17	Gold standard
2742598	genus	0.003	TP	0.003	17	Gold standard
2748764	species	0.7401	TP	0.7401	17	Gold standard
2759	domain	0.9876	TP	0.9876	17	Gold standard
2759736	genus	0.8405	TP	0.8405	17	Gold standard
2762819.1	strain	0.0079	TP	0.0079	17	Gold standard
2767842	genus	0.0108	TP	0.0108	17	Gold standard
2767887	genus	0.0137	TP	0.0137	17	Gold standard
2787112	species	0.6666	TP	0.6666	17	Gold standard
2787112.1	strain	0.6666	TP	0.6666	17	Gold standard
2787854	other entries	3.2574	TP	3.2574	17	Gold standard
2789016.1	strain	0.2239	TP	0.2239	17	Gold standard
28025	species	0.4372	TP	0.4372	17	Gold standard
28025.2	strain	0.4372	TP	0.4372	17	Gold standard
2810280	family	0.0088	TP	0.0088	17	Gold standard
2810281	family	0.1804	TP	0.1804	17	Gold standard
2810404.1	strain	0.001	TP	0.001	17	Gold standard
28116	species	0.0005	TP	0.0005	17	Gold standard
28116.16	strain	0.0005	TP	0.0005	17	Gold standard
28118	species	0.0941	TP	0.0941	17	Gold standard
28118.1	strain	0.0941	TP	0.0941	17	Gold standard
28126	species	0.003	TP	0.003	17	Gold standard
28126.1	strain	0.003	TP	0.003	17	Gold standard
2819747	species	0.0005	TP	0.0005	17	Gold standard
2819747.1	strain	0.0005	TP	0.0005	17	Gold standard
2819750	species	0.1868	TP	0.1868	17	Gold standard
2819750.1	strain	0.1868	TP	0.1868	17	Gold standard
28216	class	0.0034	TP	0.0034	17	Gold standard
2822463	genus	0.0294	TP	0.0294	17	Gold standard
283	genus	0.0034	TP	0.0034	17	Gold standard
283168	genus	0.0941	TP	0.0941	17	Gold standard
2836105.1	strain	0.0051	TP	0.0051	17	Gold standard
2842243	class	0.2239	TP	0.2239	17	Gold standard
2842247	order	0.2239	TP	0.2239	17	Gold standard
2842319	family	0.2239	TP	0.2239	17	Gold standard
2842329	family	0.2952	TP	0.2952	17	Gold standard
2842574	genus	0.1379	TP	0.1379	17	Gold standard
2842728	genus	0.2869	TP	0.2869	17	Gold standard
2842814	genus	0.0009	TP	0.0009	17	Gold standard
2842908	genus	0.3754	TP	0.3754	17	Gold standard
2842979	genus	0.0407	TP	0.0407	17	Gold standard
2842995	genus	0.2239	TP	0.2239	17	Gold standard
2843126	genus	0.4915	TP	0.4915	17	Gold standard
2843141	genus	0.8762	TP	0.8762	17	Gold standard
2843351	genus	0.0158	TP	0.0158	17	Gold standard
2843365	genus	0.6436	TP	0.6436	17	Gold standard
2843367	genus	1.5135	TP	1.5135	17	Gold standard
2843387	genus	0.5633	TP	0.5633	17	Gold standard
2843455	genus	1.5809	TP	1.5809	17	Gold standard
2843956	species	0.0407	TP	0.0407	17	Gold standard
2843966	species	0.3542	TP	0.3542	17	Gold standard
2843974	species	0.6357	TP	0.6357	17	Gold standard
2843976	species	0.0019	TP	0.0019	17	Gold standard
2843978	species	0.9433	TP	0.9433	17	Gold standard
2843982	species	1.1593	TP	1.1593	17	Gold standard
2844138	species	0.3754	TP	0.3754	17	Gold standard
2844173	species	0.5633	TP	0.5633	17	Gold standard
2844191	species	0.2063	TP	0.2063	17	Gold standard
2844204	species	0.2869	TP	0.2869	17	Gold standard
2844208	species	0.0989	TP	0.0989	17	Gold standard
2844219	species	0.0937	TP	0.0937	17	Gold standard
2844219.1	strain	0.0937	TP	0.0937	17	Gold standard
2844220	species	1.2994	TP	1.2994	17	Gold standard
2844220.1	strain	1.2994	TP	1.2994	17	Gold standard
2844227	species	0.1333	TP	0.1333	17	Gold standard
2844803	species	0.0528	TP	0.0528	17	Gold standard
2844803.1	strain	0.0528	TP	0.0528	17	Gold standard
2844805	species	0.0488	TP	0.0488	17	Gold standard
2844805.1	strain	0.0488	TP	0.0488	17	Gold standard
2845148	species	0.0288	TP	0.0288	17	Gold standard
2845149	species	0.1437	TP	0.1437	17	Gold standard
2845153	species	0.0107	TP	0.0107	17	Gold standard
2845161	species	0.0984	TP	0.0984	17	Gold standard
2845163	species	0.9935	TP	0.9935	17	Gold standard
2845165	species	1.21	TP	1.21	17	Gold standard
2845171	species	0.3829	TP	0.3829	17	Gold standard
2845179	species	0.0257	TP	0.0257	17	Gold standard
2845186	species	0.134	TP	0.134	17	Gold standard
2845189	species	0.0158	TP	0.0158	17	Gold standard
2845425	species	0.0729	TP	0.0729	17	Gold standard
2845435	species	0.4671	TP	0.4671	17	Gold standard
2845444	species	0.7451	TP	0.7451	17	Gold standard
2845457	species	0.1021	TP	0.1021	17	Gold standard
2845471	species	0.6607	TP	0.6607	17	Gold standard
2845899	species	1.0192	TP	1.0192	17	Gold standard
2845899.1	strain	1.0192	TP	1.0192	17	Gold standard
2845900	species	0.3194	TP	0.3194	17	Gold standard
2845900.1	strain	0.3194	TP	0.3194	17	Gold standard
2847058.1	strain	0.5633	TP	0.5633	17	Gold standard
2853091.1	strain	0.0017	TP	0.0017	17	Gold standard
286	genus	0.0015	TP	0.0015	17	Gold standard
2860374.1	strain	0.2852	TP	0.2852	17	Gold standard
2865794.1	strain	0.084	TP	0.084	17	Gold standard
2873413	species	0.1202	TP	0.1202	17	Gold standard
2873413.1	strain	0.1202	TP	0.1202	17	Gold standard
2885687	species	0.4058	TP	0.4058	17	Gold standard
2885687.1	strain	0.4058	TP	0.4058	17	Gold standard
2886925.1	strain	0.1289	TP	0.1289	17	Gold standard
28901	species	0.0044	TP	0.0044	17	Gold standard
2892346.1	strain	0.5138	TP	0.5138	17	Gold standard
2894747.1	strain	0.1863	TP	0.1863	17	Gold standard
2894753.1	strain	0.0116	TP	0.0116	17	Gold standard
2905675.1	strain	0.1154	TP	0.1154	17	Gold standard
2910155.1	strain	0.1453	TP	0.1453	17	Gold standard
2913972.1	strain	0.6436	TP	0.6436	17	Gold standard
2915325.1	strain	0.2877	TP	0.2877	17	Gold standard
291644	species	3.8493	TP	3.8493	17	Gold standard
291644.1	strain	3.8493	TP	3.8493	17	Gold standard
2916678	order	0.0328	TP	0.0328	17	Gold standard
29252	species	1.5466	TP	1.5466	17	Gold standard
292632	genus	12.1107	TP	12.1107	17	Gold standard
29348	species	0.0074	TP	0.0074	17	Gold standard
29363	species	0.1323	TP	0.1323	17	Gold standard
29363.11	strain	0.001	TP	0.001	17	Gold standard
29363.6	strain	0.0015	TP	0.0015	17	Gold standard
29363.7	strain	0.0171	TP	0.0171	17	Gold standard
29363.9	strain	0.1127	TP	0.1127	17	Gold standard
29391	species	0.0059	TP	0.0059	17	Gold standard
29391.1	strain	0.0059	TP	0.0059	17	Gold standard
2942963	family	0.0009	TP	0.0009	17	Gold standard
2942964	family	0.7381	TP	0.7381	17	Gold standard
2942965	family	0.1411	TP	0.1411	17	Gold standard
2942966	family	0.074	TP	0.074	17	Gold standard
2942979	genus	0.1411	TP	0.1411	17	Gold standard
2942991	genus	0.074	TP	0.074	17	Gold standard
2943490	species	0.0098	TP	0.0098	17	Gold standard
2943490.1	strain	0.0098	TP	0.0098	17	Gold standard
2946167	family	4.5518	TP	4.5518	17	Gold standard
2946170	family	1.4849	TP	1.4849	17	Gold standard
29465	genus	0.0294	TP	0.0294	17	Gold standard
29466	species	0.0294	TP	0.0294	17	Gold standard
29466.2	strain	0.0294	TP	0.0294	17	Gold standard
2948767	genus	0.7381	TP	0.7381	17	Gold standard
2948775	genus	0.0247	TP	0.0247	17	Gold standard
2948785	genus	0.0009	TP	0.0009	17	Gold standard
2948876	genus	0.4147	TP	0.4147	17	Gold standard
29547	phylum	0.0044	TP	0.0044	17	Gold standard
2955712	species	0.074	TP	0.074	17	Gold standard
2955996	species	0.7381	TP	0.7381	17	Gold standard
2956041	species	0.0247	TP	0.0247	17	Gold standard
2956046	species	0.1411	TP	0.1411	17	Gold standard
2956060	species	0.0009	TP	0.0009	17	Gold standard
2956345	species	0.4147	TP	0.4147	17	Gold standard
2956504	species	0.2511	TP	0.2511	17	Gold standard
2974251	genus	0.003	TP	0.003	17	Gold standard
2986396.1	strain	0.0009	TP	0.0009	17	Gold standard
2986398.1	strain	0.7381	TP	0.7381	17	Gold standard
2986405.1	strain	0.1411	TP	0.1411	17	Gold standard
2986411.1	strain	0.074	TP	0.074	17	Gold standard
301301	species	0.348	TP	0.348	17	Gold standard
301301.1	strain	0.348	TP	0.348	17	Gold standard
3025755	genus	0.0074	TP	0.0074	17	Gold standard
3028070	species	0.0818	TP	0.0818	17	Gold standard
3028070.1	strain	0.0818	TP	0.0818	17	Gold standard
3031449	class	0.0069	TP	0.0069	17	Gold standard
3031852	class	0.0044	TP	0.0044	17	Gold standard
3044455	family	0.4742	TP	0.4742	17	Gold standard
3044459	family	0.3879	TP	0.3879	17	Gold standard
3044711	genus	0.0079	TP	0.0079	17	Gold standard
3044787	genus	0.42	TP	0.42	17	Gold standard
3044836	genus	0.3701	TP	0.3701	17	Gold standard
3044857	genus	0.3879	TP	0.3879	17	Gold standard
3047960	species	1.2702	TP	1.2702	17	Gold standard
3047960.1	strain	1.2702	TP	1.2702	17	Gold standard
3047961	species	0.0644	TP	0.0644	17	Gold standard
3047961.1	strain	0.0644	TP	0.0644	17	Gold standard
3052041	species	0.0162	TP	0.0162	17	Gold standard
3052041.1	strain	0.0162	TP	0.0162	17	Gold standard
3052121	species	0.5483	TP	0.5483	17	Gold standard
3052121.1	strain	0.5483	TP	0.5483	17	Gold standard
3052716	species	0.0168	TP	0.0168	17	Gold standard
3052716.1	strain	0.0168	TP	0.0168	17	Gold standard
3052757	species	0.0009	TP	0.0009	17	Gold standard
3059987	species	0.0079	TP	0.0079	17	Gold standard
3060012	species	0.0017	TP	0.0017	17	Gold standard
3060080	species	0.7851	TP	0.7851	17	Gold standard
3060524	species	0.42	TP	0.42	17	Gold standard
3060525	species	0.2877	TP	0.2877	17	Gold standard
3060720	species	0.084	TP	0.084	17	Gold standard
3060722	species	0.2852	TP	0.2852	17	Gold standard
3060806	species	0.3879	TP	0.3879	17	Gold standard
3076670	genus	0.0818	TP	0.0818	17	Gold standard
3082720	order	1.3453	TP	1.3453	17	Gold standard
3082768	order	1.6938	TP	1.6938	17	Gold standard
3085636	order	13.3703	TP	13.3703	17	Gold standard
3085642	family	0.1034	TP	0.1034	17	Gold standard
3152113	family	0.4279	TP	0.4279	17	Gold standard
3152907	genus	0.7174	TP	0.7174	17	Gold standard
31532	species	0.1154	TP	0.1154	17	Gold standard
31953	family	0.497	TP	0.497	17	Gold standard
31977	family	0.0343	TP	0.0343	17	Gold standard
31979	family	0.1984	TP	0.1984	17	Gold standard
3239874	class	0.0328	TP	0.0328	17	Gold standard
328813	species	0.0079	TP	0.0079	17	Gold standard
328813.8	strain	0.0059	TP	0.0059	17	Gold standard
33024	genus	0.0044	TP	0.0044	17	Gold standard
33037	species	0.0005	TP	0.0005	17	Gold standard
33037.1	strain	0.0005	TP	0.0005	17	Gold standard
33038	species	8.6956	TP	8.6956	17	Gold standard
33038.1	strain	8.5838	TP	8.5838	17	Gold standard
33038.15	strain	0.0412	TP	0.0412	17	Gold standard
33038.22	strain	0.0588	TP	0.0588	17	Gold standard
33038.23	strain	0.0118	TP	0.0118	17	Gold standard
33208	kingdom	0.001	TP	0.001	17	Gold standard
3379134	kingdom	6.7106	TP	6.7106	17	Gold standard
338102.1	strain	0.0808	TP	0.0808	17	Gold standard
338106.1	strain	0.293	TP	0.293	17	Gold standard
33958	family	1.5992	TP	1.5992	17	Gold standard
3412625	phylum	0.1016	TP	0.1016	17	Gold standard
3412723	class	0.1016	TP	0.1016	17	Gold standard
3420540	order	2.3372	TP	2.3372	17	Gold standard
3420545	order	1.4849	TP	1.4849	17	Gold standard
3420546	order	0.1016	TP	0.1016	17	Gold standard
3424631	family	0.5863	TP	0.5863	17	Gold standard
3424636	family	0.0007	TP	0.0007	17	Gold standard
3424637	family	2.3365	TP	2.3365	17	Gold standard
3424659	family	1.7749	TP	1.7749	17	Gold standard
3424663	family	1.1552	TP	1.1552	17	Gold standard
3424670	family	0.566	TP	0.566	17	Gold standard
3427486	species	0.7174	TP	0.7174	17	Gold standard
3427815	species	0.1453	TP	0.1453	17	Gold standard
3428094	species	0.1017	TP	0.1017	17	Gold standard
3428094.1	strain	0.1017	TP	0.1017	17	Gold standard
3428265	species	0.1863	TP	0.1863	17	Gold standard
3428266	species	0.0116	TP	0.0116	17	Gold standard
3428277	species	1.96	TP	1.96	17	Gold standard
3428278	species	0.0182	TP	0.0182	17	Gold standard
3428283	species	0.0051	TP	0.0051	17	Gold standard
3428289	species	0.4877	TP	0.4877	17	Gold standard
3428526	species	0.7727	TP	0.7727	17	Gold standard
3430121	species	0.0152	TP	0.0152	17	Gold standard
3430497	species	1.1812	TP	1.1812	17	Gold standard
3430963	species	0.0463	TP	0.0463	17	Gold standard
3431196	species	0.1822	TP	0.1822	17	Gold standard
3431196.1	strain	0.1822	TP	0.1822	17	Gold standard
3431622	species	0.0171	TP	0.0171	17	Gold standard
3431624	species	0.0036	TP	0.0036	17	Gold standard
3432189	species	1.7113	TP	1.7113	17	Gold standard
3432189.1	strain	1.7113	TP	1.7113	17	Gold standard
3432351	species	0.0221	TP	0.0221	17	Gold standard
3432849	species	0.1661	TP	0.1661	17	Gold standard
3433022	species	0.1629	TP	0.1629	17	Gold standard
34395	order	0.0683	TP	0.0683	17	Gold standard
357276	species	0.0005	TP	0.0005	17	Gold standard
357276.3	strain	0.0005	TP	0.0005	17	Gold standard
35832	genus	0.0049	TP	0.0049	17	Gold standard
35833	species	0.0049	TP	0.0049	17	Gold standard
371730	genus	0.1289	TP	0.1289	17	Gold standard
374468	genus	0.0068	TP	0.0068	17	Gold standard
375288	genus	0.3725	TP	0.3725	17	Gold standard
37554	species	0.1379	TP	0.1379	17	Gold standard
37734	species	0.0005	TP	0.0005	17	Gold standard
37734.9	strain	0.0005	TP	0.0005	17	Gold standard
388452	species	0.6436	TP	0.6436	17	Gold standard
39483	species	0.9489	TP	0.9489	17	Gold standard
39483.4	strain	0.9489	TP	0.9489	17	Gold standard
39490	species	0.0015	TP	0.0015	17	Gold standard
39490.1	strain	0.0015	TP	0.0015	17	Gold standard
39491	species	0.1701	TP	0.1701	17	Gold standard
39491.8	strain	0.1701	TP	0.1701	17	Gold standard
39724	family	2.7007	TP	2.7007	17	Gold standard
39725	genus	0.5483	TP	0.5483	17	Gold standard
39733	family	1.3326	TP	1.3326	17	Gold standard
397864	genus	0.027	TP	0.027	17	Gold standard
39803	species	0.2239	TP	0.2239	17	Gold standard
40519	species	2.6991	TP	2.6991	17	Gold standard
40519.1	strain	2.6991	TP	2.6991	17	Gold standard
40520	species	1.6531	TP	1.6531	17	Gold standard
40520.9	strain	1.6531	TP	1.6531	17	Gold standard
40674	class	0.001	TP	0.001	17	Gold standard
411471	strain	12.1107	TP	12.1107	17	Gold standard
414970	species	0.0003	TP	0.0003	17	Gold standard
414970.1	strain	0.0003	TP	0.0003	17	Gold standard
428126	strain	0.0074	TP	0.0074	17	Gold standard
43219	family	0.0683	TP	0.0683	17	Gold standard
432198.1	strain	0.4915	TP	0.4915	17	Gold standard
432200.1	strain	0.8762	TP	0.8762	17	Gold standard
45202	species	3.2574	TP	3.2574	17	Gold standard
45202.116	strain	0.0304	TP	0.0304	17	Gold standard
45202.117	strain	0.0303	TP	0.0303	17	Gold standard
45202.124	strain	0.0081	TP	0.0081	17	Gold standard
45202.132	strain	0.0278	TP	0.0278	17	Gold standard
45202.133	strain	0.028	TP	0.028	17	Gold standard
45202.31	strain	0.6073	TP	0.6073	17	Gold standard
45202.32	strain	0.5745	TP	0.5745	17	Gold standard
45202.33	strain	0.5953	TP	0.5953	17	Gold standard
45202.50	strain	0.1858	TP	0.1858	17	Gold standard
45202.51	strain	0.186	TP	0.186	17	Gold standard
45202.55	strain	0.0737	TP	0.0737	17	Gold standard
45202.56	strain	0.0737	TP	0.0737	17	Gold standard
45202.57	strain	0.0747	TP	0.0747	17	Gold standard
45202.58	strain	0.0729	TP	0.0729	17	Gold standard
45202.59	strain	0.0735	TP	0.0735	17	Gold standard
45202.60	strain	0.0732	TP	0.0732	17	Gold standard
45202.61	strain	0.0738	TP	0.0738	17	Gold standard
45202.62	strain	0.0761	TP	0.0761	17	Gold standard
45202.76	strain	0.0989	TP	0.0989	17	Gold standard
45202.77	strain	0.0987	TP	0.0987	17	Gold standard
45202.78	strain	0.0975	TP	0.0975	17	Gold standard
45202.79	strain	0.0971	TP	0.0971	17	Gold standard
459786	genus	0.0074	TP	0.0074	17	Gold standard
464095	order	2.1122	TP	2.1122	17	Gold standard
46503	species	0.2995	TP	0.2995	17	Gold standard
46503.1	strain	0.2995	TP	0.2995	17	Gold standard
4751	kingdom	0.9866	TP	0.9866	17	Gold standard
47678	species	0.0005	TP	0.0005	17	Gold standard
47678.4	strain	0.0005	TP	0.0005	17	Gold standard
47715	species	0.8405	TP	0.8405	17	Gold standard
47715.3	strain	0.8405	TP	0.8405	17	Gold standard
48461	order	0.1063	TP	0.1063	17	Gold standard
487174	species	0.027	TP	0.027	17	Gold standard
487174.1	strain	0.027	TP	0.027	17	Gold standard
4890	phylum	0.7648	TP	0.7648	17	Gold standard
4891	class	0.0068	TP	0.0068	17	Gold standard
4892	order	0.0068	TP	0.0068	17	Gold standard
4893	family	0.0068	TP	0.0068	17	Gold standard
5042	order	0.657	TP	0.657	17	Gold standard
5052	genus	0.4448	TP	0.4448	17	Gold standard
5061	species	0.4436	TP	0.4436	17	Gold standard
5061.1	strain	0.4436	TP	0.4436	17	Gold standard
5073	genus	0.2121	TP	0.2121	17	Gold standard
5076	species	0.1037	TP	0.1037	17	Gold standard
5076.5	strain	0.1037	TP	0.1037	17	Gold standard
5204	phylum	0.2219	TP	0.2219	17	Gold standard
52225	genus	0.001	TP	0.001	17	Gold standard
526524	class	1.1409	TP	1.1409	17	Gold standard
526525	order	1.1409	TP	1.1409	17	Gold standard
532075.1	strain	1.2284	TP	1.2284	17	Gold standard
53346	species	0.0172	TP	0.0172	17	Gold standard
53346.2	strain	0.0113	TP	0.0113	17	Gold standard
53346.6	strain	0.0059	TP	0.0059	17	Gold standard
539738	family	0.0059	TP	0.0059	17	Gold standard
543	family	1.0424	TP	1.0424	17	Gold standard
544644	species	0.075	TP	0.075	17	Gold standard
544644.1	strain	0.075	TP	0.075	17	Gold standard
5475	genus	0.0328	TP	0.0328	17	Gold standard
5478	species	0.0068	TP	0.0068	17	Gold standard
5478.2	strain	0.0068	TP	0.0068	17	Gold standard
548	species	0.0025	TP	0.0025	17	Gold standard
548.1	strain	0.002	TP	0.002	17	Gold standard
548.3	strain	0.0005	TP	0.0005	17	Gold standard
5480	species	0.0328	TP	0.0328	17	Gold standard
5480.3	strain	0.0328	TP	0.0328	17	Gold standard
5533	genus	0.2219	TP	0.2219	17	Gold standard
5537	species	0.2219	TP	0.2219	17	Gold standard
5537.3	strain	0.2219	TP	0.2219	17	Gold standard
5583	genus	0.0683	TP	0.0683	17	Gold standard
561	genus	0.399	TP	0.399	17	Gold standard
562	species	0.399	TP	0.399	17	Gold standard
562.18	strain	0.0034	TP	0.0034	17	Gold standard
562.27	strain	0.003	TP	0.003	17	Gold standard
562.29	strain	0.0005	TP	0.0005	17	Gold standard
562.38	strain	0.2593	TP	0.2593	17	Gold standard
562.45	strain	0.0005	TP	0.0005	17	Gold standard
562.5	strain	0.1191	TP	0.1191	17	Gold standard
562.73	strain	0.0005	TP	0.0005	17	Gold standard
562.87	strain	0.001	TP	0.001	17	Gold standard
563192	strain	0.0049	TP	0.0049	17	Gold standard
570	genus	0.4514	TP	0.4514	17	Gold standard
572511	genus	1.6531	TP	1.6531	17	Gold standard
573	species	0.3759	TP	0.3759	17	Gold standard
573.14	strain	0.0005	TP	0.0005	17	Gold standard
573.23	strain	0.0005	TP	0.0005	17	Gold standard
573.24	strain	0.0078	TP	0.0078	17	Gold standard
573.28	strain	0.001	TP	0.001	17	Gold standard
573.7	strain	0.3661	TP	0.3661	17	Gold standard
574697	genus	0.075	TP	0.075	17	Gold standard
57743.2	strain	0.0005	TP	0.0005	17	Gold standard
580596	genus	0.1034	TP	0.1034	17	Gold standard
581037.1	strain	0.1397	TP	0.1397	17	Gold standard
586418	genus	0.1017	TP	0.1017	17	Gold standard
590	genus	0.1916	TP	0.1916	17	Gold standard
5970	species	0.0683	TP	0.0683	17	Gold standard
5970.1	strain	0.0683	TP	0.0683	17	Gold standard
600.1	strain	0.0005	TP	0.0005	17	Gold standard
60172	species	0.1084	TP	0.1084	17	Gold standard
60172.2	strain	0.1084	TP	0.1084	17	Gold standard
61170	genus	0.0015	TP	0.0015	17	Gold standard
620	genus	0.0005	TP	0.0005	17	Gold standard
622	species	0.0005	TP	0.0005	17	Gold standard
622.1	strain	0.0005	TP	0.0005	17	Gold standard
626929	species	0.0005	TP	0.0005	17	Gold standard
626929.1	strain	0.0005	TP	0.0005	17	Gold standard
626935	species	0.1069	TP	0.1069	17	Gold standard
626935.1	strain	0.1069	TP	0.1069	17	Gold standard
626937	species	1.6938	TP	1.6938	17	Gold standard
626937.2	strain	1.6938	TP	1.6938	17	Gold standard
626940	species	0.0044	TP	0.0044	17	Gold standard
626940.1	strain	0.0044	TP	0.0044	17	Gold standard
649756	species	0.964	TP	0.964	17	Gold standard
649756.4	strain	0.964	TP	0.964	17	Gold standard
665033.1	strain	0.2679	TP	0.2679	17	Gold standard
665942	species	0.002	TP	0.002	17	Gold standard
665942.1	strain	0.002	TP	0.002	17	Gold standard
680277	genus	0.7851	TP	0.7851	17	Gold standard
682382	species	0.4601	TP	0.4601	17	Gold standard
682382.1	strain	0.4601	TP	0.4601	17	Gold standard
683174	species	0.0284	TP	0.0284	17	Gold standard
683174.1	strain	0.0284	TP	0.0284	17	Gold standard
687329	family	0.1016	TP	0.1016	17	Gold standard
698487.1	strain	0.04	TP	0.04	17	Gold standard
72274	order	0.0015	TP	0.0015	17	Gold standard
72293	family	0.0005	TP	0.0005	17	Gold standard
72294	family	0.0039	TP	0.0039	17	Gold standard
74201	phylum	0.1063	TP	0.1063	17	Gold standard
742914	genus	1.3346	TP	1.3346	17	Gold standard
746128	species	0.0012	TP	0.0012	17	Gold standard
746128.8	strain	0.0007	TP	0.0007	17	Gold standard
746128.9	strain	0.0005	TP	0.0005	17	Gold standard
762660	species	0.0008	TP	0.0008	17	Gold standard
762660.1	strain	0.0008	TP	0.0008	17	Gold standard
766764	family	0.0328	TP	0.0328	17	Gold standard
7711	phylum	0.001	TP	0.001	17	Gold standard
80840	order	0.0034	TP	0.0034	17	Gold standard
80864	family	0.0034	TP	0.0034	17	Gold standard
815	family	4.5276	TP	4.5276	17	Gold standard
816	genus	4.2433	TP	4.2433	17	Gold standard
817	species	0.0074	TP	0.0074	17	Gold standard
817.22	strain	0.0005	TP	0.0005	17	Gold standard
817.6	strain	0.0069	TP	0.0069	17	Gold standard
818	species	0.0078	TP	0.0078	17	Gold standard
818.16	strain	0.001	TP	0.001	17	Gold standard
818.4	strain	0.0069	TP	0.0069	17	Gold standard
81852	family	0.8215	TP	0.8215	17	Gold standard
820	species	0.0005	TP	0.0005	17	Gold standard
820.7	strain	0.0005	TP	0.0005	17	Gold standard
821	species	0.2838	TP	0.2838	17	Gold standard
821.2	strain	0.2838	TP	0.2838	17	Gold standard
823	species	0.073	TP	0.073	17	Gold standard
823.20	strain	0.073	TP	0.073	17	Gold standard
841	genus	0.348	TP	0.348	17	Gold standard
84107	family	0.1069	TP	0.1069	17	Gold standard
84111	genus	0.0132	TP	0.0132	17	Gold standard
84112	species	0.0132	TP	0.0132	17	Gold standard
84112.13	strain	0.0015	TP	0.0015	17	Gold standard
84112.6	strain	0.0118	TP	0.0118	17	Gold standard
84998	class	0.1397	TP	0.1397	17	Gold standard
84999	order	0.1265	TP	0.1265	17	Gold standard
85004	order	0.497	TP	0.497	17	Gold standard
85007	order	0.0103	TP	0.0103	17	Gold standard
864178	species	0.0951	TP	0.0951	17	Gold standard
864178.1	strain	0.0951	TP	0.0951	17	Gold standard
872	genus	0.002	TP	0.002	17	Gold standard
88431	species	0.8067	TP	0.8067	17	Gold standard
88431.5	strain	0.8067	TP	0.8067	17	Gold standard
89153	species	0.1828	TP	0.1828	17	Gold standard
89153.1	strain	0.1828	TP	0.1828	17	Gold standard
904	genus	0.1524	TP	0.1524	17	Gold standard
906	genus	0.0049	TP	0.0049	17	Gold standard
907	species	0.0049	TP	0.0049	17	Gold standard
907.1	strain	0.0049	TP	0.0049	17	Gold standard
90964	family	0.0093	TP	0.0093	17	Gold standard
909656	genus	0.2843	TP	0.2843	17	Gold standard
909929	order	0.001	TP	0.001	17	Gold standard
909930	family	0.1568	TP	0.1568	17	Gold standard
909932	class	0.1921	TP	0.1921	17	Gold standard
91061	class	4.2278	TP	4.2278	17	Gold standard
91347	order	1.0424	TP	1.0424	17	Gold standard
9443	order	0.001	TP	0.001	17	Gold standard
948870.1	strain	0.0247	TP	0.0247	17	Gold standard
9604	family	0.001	TP	0.001	17	Gold standard
9605	genus	0.001	TP	0.001	17	Gold standard
9606	species	0.001	TP	0.001	17	Gold standard
9606.1	strain	0.001	TP	0.001	17	Gold standard
97478	species	0.003	TP	0.003	17	Gold standard
97478.1	strain	0.003	TP	0.003	17	Gold standard
976	phylum	5.5457	TP	5.5457	17	Gold standard
990719	family	1.6938	TP	1.6938	17	Gold standard
990721	genus	1.6938	TP	1.6938	17	Gold standard
100883	genus	0.0012	TP	0.0012	18	Gold standard
100884	species	0.0012	TP	0.0012	18	Gold standard
100884.2	strain	0.0012	TP	0.0012	18	Gold standard
102106	genus	0.0068	TP	0.0068	18	Gold standard
10239	acellular root	45.69	TP	45.69	18	Gold standard
1038927.1	strain	0.0008	TP	0.0008	18	Gold standard
1041524.1	strain	0.1973	TP	0.1973	18	Gold standard
1054480.1	strain	0.0166	TP	0.0166	18	Gold standard
10663	genus	0.4161	TP	0.4161	18	Gold standard
