taxid	rank	pct	classification	pct_gs	sample	tool
86331	genus	0.000125	FP		0	metascope_toy.profile
86667	species	8e-06	FP		0	metascope_toy.profile
866673	genus	0.002971	FP		0	metascope_toy.profile
867595	species	3.6e-05	FP		0	metascope_toy.profile
868	family	0.000229	FP		0	metascope_toy.profile
868129	strain	3.6e-05	FP		0	metascope_toy.profile
871324	species	0.00027	FP		0	metascope_toy.profile
871325	species	0.106808	FP		0	metascope_toy.profile
871327	species	6.8e-05	FP		0	metascope_toy.profile
871664	species	0.007102	FP		0	metascope_toy.profile
871665	species	0.377599	FP		0	metascope_toy.profile
872	genus	0.318594	TP	0.3699	0	metascope_toy.profile
873447	strain	4e-05	FP		0	metascope_toy.profile
879819	species	1e-06	FP		0	metascope_toy.profile
880526	strain	1e-05	FP		0	metascope_toy.profile
881260	species	9e-06	FP		0	metascope_toy.profile
88233	species	2.6e-05	FP		0	metascope_toy.profile
883077	strain	1.4e-05	FP		0	metascope_toy.profile
88404	family	8.4e-05	FP		0	metascope_toy.profile
88431	species	1.302519	TP	1.4088	0	metascope_toy.profile
88431.4	strain		FN	1.4088	0	metascope_toy.profile
88456	species	2.4e-05	FP		0	metascope_toy.profile
885040	species	0.000119	FP		0	metascope_toy.profile
887325	strain	3.4e-05	FP		0	metascope_toy.profile
887899	strain	1.3e-05	FP		0	metascope_toy.profile
888746	strain	0.001455	FP		0	metascope_toy.profile
889204	strain	0.000198	FP		0	metascope_toy.profile
89014	species	0.032662	FP		0	metascope_toy.profile
89139	species	0.000194	FP		0	metascope_toy.profile
89152	species	2e-05	FP		0	metascope_toy.profile
89153	species	1.487209	TP	1.3545	0	metascope_toy.profile
89153.1	strain		FN	1.3545	0	metascope_toy.profile
89373	family	4e-06	FP		0	metascope_toy.profile
90142	family	1.6e-05	FP		0	metascope_toy.profile
90371.3	strain		FN	0.24	0	metascope_toy.profile
904	genus	0.005665	TP	0.0038	0	metascope_toy.profile
906	genus	0.001451	TP	0.001	0	metascope_toy.profile
907	species	0.000924	TP	0.001	0	metascope_toy.profile
907.1	strain		FN	0.001	0	metascope_toy.profile
907364	genus	0.000458	FP		0	metascope_toy.profile
90964	family	0.021075	FP		0	metascope_toy.profile
909656	genus	0.260315	TP	0.059	0	metascope_toy.profile
909929	order	0.00185	TP	0.0018	0	metascope_toy.profile
909930	family	4.761763	TP	4.0495	0	metascope_toy.profile
909932	class	4.97155	TP	4.2241	0	metascope_toy.profile
91061	class	7.621899	TP	7.2502	0	metascope_toy.profile
91347	order	1.703529	TP	1.251	0	metascope_toy.profile
91492	species	9e-05	FP		0	metascope_toy.profile
92490	species	2.2e-05	FP		0	metascope_toy.profile
92793	genus	6.4e-05	FP		0	metascope_toy.profile
92860	order	8.7e-05	FP		0	metascope_toy.profile
929812	genus	5e-06	FP		0	metascope_toy.profile
930854	species	0.000196	FP		0	metascope_toy.profile
930944	strain	6e-06	FP		0	metascope_toy.profile
93378	species	7e-06	FP		0	metascope_toy.profile
936053	species	1e-06	FP		0	metascope_toy.profile
936595	species		FN	0.001	0	metascope_toy.profile
936595.1	strain		FN	0.001	0	metascope_toy.profile
93681	genus	1e-06	FP		0	metascope_toy.profile
938289	species	1.7e-05	FP		0	metascope_toy.profile
942	family	4.5e-05	FP		0	metascope_toy.profile
942150	species	0.000612	FP		0	metascope_toy.profile
943	genus	4.5e-05	FP		0	metascope_toy.profile
9443	order		FN	0.002	0	metascope_toy.profile
946234	genus	0.011664	TP	0.0109	0	metascope_toy.profile
946333	species	4e-06	FP		0	metascope_toy.profile
94642	genus	1.7e-05	FP		0	metascope_toy.profile
94643	species	1.7e-05	FP		0	metascope_toy.profile
946483	strain	4e-06	FP		0	metascope_toy.profile
948519	species	0.000171	FP		0	metascope_toy.profile
94869	species	7e-06	FP		0	metascope_toy.profile
9604	family		FN	0.002	0	metascope_toy.profile
9605	genus		FN	0.002	0	metascope_toy.profile
9606	species		FN	0.002	0	metascope_toy.profile
9606.1	strain		FN	0.002	0	metascope_toy.profile
963	genus	3e-06	FP		0	metascope_toy.profile
96312	genus	3.4e-05	FP		0	metascope_toy.profile
964	species	2e-06	FP		0	metascope_toy.profile
97050	genus	0.000526	FP		0	metascope_toy.profile
976	phylum	34.197625	TP	35.7137	0	metascope_toy.profile
979627	species	4.6e-05	FP		0	metascope_toy.profile
983706	species	0.001932	FP		0	metascope_toy.profile
988801	species	1.8e-05	FP		0	metascope_toy.profile
990412	species	9.1e-05	FP		0	metascope_toy.profile
990719	family	0.192465	TP	0.1732	0	metascope_toy.profile
990721	genus	0.19241	TP	0.1732	0	metascope_toy.profile
99287	strain	0.924212	FP		0	metascope_toy.profile
99479	genus	1.7e-05	FP		0	metascope_toy.profile
99481	species	1.7e-05	FP		0	metascope_toy.profile
995019	family	0.00541	TP	0.3113	0	metascope_toy.profile
997873	strain	0.032163	FP		0	metascope_toy.profile
997894	strain	0.041416	FP		0	metascope_toy.profile
999415	strain	4.7e-05	FP		0	metascope_toy.profile
1002107	species	3e-06	FP		10	metascope_toy.profile
1002367	strain	0.000196	FP		10	metascope_toy.profile
1005667	species	4.3e-05	FP		10	metascope_toy.profile
1005995	strain	5.2e-05	FP		10	metascope_toy.profile
100883	genus	0.007404	TP	0.0046	10	metascope_toy.profile
100884	species	0.007404	TP	0.0046	10	metascope_toy.profile
100884.1	strain		FN	0.0046	10	metascope_toy.profile
100886	species	0.000687	TP	0.0074	10	metascope_toy.profile
100886.1	strain		FN	0.0074	10	metascope_toy.profile
1017280	genus	0.001585	FP		10	metascope_toy.profile
102106	genus	0.240643	TP	0.25	10	metascope_toy.profile
102684	species	0.001499	FP		10	metascope_toy.profile
102862	species	0.000193	FP		10	metascope_toy.profile
1033744	strain	6.2e-05	FP		10	metascope_toy.profile
1034345	strain	0.000132	FP		10	metascope_toy.profile
1034346	species	0.000177	FP		10	metascope_toy.profile
1035377	strain	9.8e-05	FP		10	metascope_toy.profile
103621	species	0.030362	TP	0.0255	10	metascope_toy.profile
103621.1	strain		FN	0.0255	10	metascope_toy.profile
103732	species	3e-06	FP		10	metascope_toy.profile
1038857	species	1.3e-05	FP		10	metascope_toy.profile
104204	genus	1.1e-05	FP		10	metascope_toy.profile
1046	family	0.000619	FP		10	metascope_toy.profile
104955	species	1.9e-05	FP		10	metascope_toy.profile
1054041	species	1.7e-05	FP		10	metascope_toy.profile
1055104	species	0.000176	FP		10	metascope_toy.profile
105841	species	0.00555	FP		10	metascope_toy.profile
105843	species	0.000693	FP		10	metascope_toy.profile
1064	genus	8e-06	FP		10	metascope_toy.profile
1064535	strain	0.071964	FP		10	metascope_toy.profile
106588	species	0.000687	FP		10	metascope_toy.profile
1066	species	8e-06	FP		10	metascope_toy.profile
1069201	species	6.7e-05	FP		10	metascope_toy.profile
1069534	strain	0.001058	FP		10	metascope_toy.profile
1071679	species	1e-05	FP		10	metascope_toy.profile
1074000	strain	0.002632	FP		10	metascope_toy.profile
1076124	species	0.000394	FP		10	metascope_toy.profile
1082851	species	1.8e-05	FP		10	metascope_toy.profile
108981	species	1.1e-05	FP		10	metascope_toy.profile
1094342	species	0.000625	FP		10	metascope_toy.profile
1095768	strain	1.3e-05	FP		10	metascope_toy.profile
1096246	species	4e-06	FP		10	metascope_toy.profile
109790	species	2e-05	FP		10	metascope_toy.profile
1100891	genus	0.001593	FP		10	metascope_toy.profile
1108849	species	1.393473	FP		10	metascope_toy.profile
111142	genus	2e-05	FP		10	metascope_toy.profile
1117	phylum	0.001979	FP		10	metascope_toy.profile
1117379	strain	0.00015	FP		10	metascope_toy.profile
1118	order	0.001979	FP		10	metascope_toy.profile
111803	species	3e-06	FP		10	metascope_toy.profile
1118059	strain	0.002145	TP	0.0016	10	metascope_toy.profile
1118060	strain	1.5e-05	FP		10	metascope_toy.profile
1118062	strain	0.002053	TP	0.0016	10	metascope_toy.profile
1120978	strain	0.00017	FP		10	metascope_toy.profile
1121	genus	0.000807	FP		10	metascope_toy.profile
1121025	strain	0.000212	FP		10	metascope_toy.profile
1121094	strain	1.2e-05	FP		10	metascope_toy.profile
1121096	strain	0.008434	FP		10	metascope_toy.profile
1121098	strain	0.071728	FP		10	metascope_toy.profile
1121109	strain	1.8e-05	FP		10	metascope_toy.profile
1121111	strain	6e-05	FP		10	metascope_toy.profile
1121112	strain	1.5e-05	FP		10	metascope_toy.profile
1121114	strain	0.000712	FP		10	metascope_toy.profile
1121115	strain	0.084227	FP		10	metascope_toy.profile
1121129	strain	0.502529	FP		10	metascope_toy.profile
1121305	strain	1.6e-05	FP		10	metascope_toy.profile
1121306	strain	6.8e-05	FP		10	metascope_toy.profile
1121333	strain	0.000504	FP		10	metascope_toy.profile
1121914	strain	1.8e-05	FP		10	metascope_toy.profile
1121942	strain	2.5e-05	FP		10	metascope_toy.profile
1121950	strain	0.000215	FP		10	metascope_toy.profile
1122155	strain	0.012192	FP		10	metascope_toy.profile
1122219	strain	1e-05	FP		10	metascope_toy.profile
1122981	strain	1.2e-05	FP		10	metascope_toy.profile
1123279	strain	9.3e-05	FP		10	metascope_toy.profile
1123304	strain	0.000253	FP		10	metascope_toy.profile
1123311	strain	0.000237	FP		10	metascope_toy.profile
1125630	strain	0.059476	FP		10	metascope_toy.profile
112904	species	0.000105	FP		10	metascope_toy.profile
1129374	strain	2e-05	FP		10	metascope_toy.profile
113107	species	0.003254	FP		10	metascope_toy.profile
1131492	family	2.306158	TP	1.9209	10	metascope_toy.profile
1131564	species	3e-06	FP		10	metascope_toy.profile
1131624	family	1.5e-05	FP		10	metascope_toy.profile
1132637	species	4e-06	FP		10	metascope_toy.profile
1132856	genus	0.000195	FP		10	metascope_toy.profile
1133319	species	2.5e-05	FP		10	metascope_toy.profile
1134687	species	0.012144	FP		10	metascope_toy.profile
1134781	species	2.8e-05	FP		10	metascope_toy.profile
113569	species	0.00495	FP		10	metascope_toy.profile
114652	species	0.000237	FP		10	metascope_toy.profile
1150298	species	3.717754	TP	0.2072	10	metascope_toy.profile
1150298.2	strain		FN	0.2072	10	metascope_toy.profile
1150423	strain	5.1e-05	FP		10	metascope_toy.profile
1150468	strain	1.8e-05	FP		10	metascope_toy.profile
1151742	species	1.6e-05	FP		10	metascope_toy.profile
1156431	species	0.000971	FP		10	metascope_toy.profile
1157498	species	1.4e-05	FP		10	metascope_toy.profile
1157987	species	0.000382	FP		10	metascope_toy.profile
1158604	strain	0.000105	FP		10	metascope_toy.profile
1159017	species	0.00062	FP		10	metascope_toy.profile
1159022	strain		FN	0.0006	10	metascope_toy.profile
1159752	species	0.000283	FP		10	metascope_toy.profile
1160095	species	0.000482	FP		10	metascope_toy.profile
1160721	species		FN	0.25	10	metascope_toy.profile
1160721.3	strain		FN	0.25	10	metascope_toy.profile
116085	species	0.007704	FP		10	metascope_toy.profile
1161099	strain	1.2e-05	FP		10	metascope_toy.profile
1161942	species	0.000458	FP		10	metascope_toy.profile
1169293	strain	0.204531	FP		10	metascope_toy.profile
1173583	species	4e-06	FP		10	metascope_toy.profile
1175452	species	0.001107	FP		10	metascope_toy.profile
1175631	strain	2.3e-05	FP		10	metascope_toy.profile
1177154	species	8.8e-05	FP		10	metascope_toy.profile
1177179	strain	0.004609	FP		10	metascope_toy.profile
117743	class	0.002101	TP	0.0006	10	metascope_toy.profile
117747	class	9.4e-05	FP		10	metascope_toy.profile
1187925	species	1e-06	FP		10	metascope_toy.profile
1187928	species	1.3e-05	FP		10	metascope_toy.profile
118969	order	0.000102	FP		10	metascope_toy.profile
119045	family	0.000217	FP		10	metascope_toy.profile
119060	family	0.001855	FP		10	metascope_toy.profile
1194083	strain	1.9e-05	FP		10	metascope_toy.profile
1194168	species	0.000322	FP		10	metascope_toy.profile
1196081	species	0.064507	TP	0.0531	10	metascope_toy.profile
1196081.1	strain		FN	0.0531	10	metascope_toy.profile
1196635	species	0.000526	FP		10	metascope_toy.profile
120107	species	1.5e-05	FP		10	metascope_toy.profile
1202713	species	0.001211	FP		10	metascope_toy.profile
1203033	species	0.000195	FP		10	metascope_toy.profile
1203190	strain	2.6e-05	FP		10	metascope_toy.profile
1206725	strain	0.000611	FP		10	metascope_toy.profile
1211817	strain	7e-06	FP		10	metascope_toy.profile
1211819	strain	0.008062	FP		10	metascope_toy.profile
1211844	strain	5.7e-05	FP		10	metascope_toy.profile
1213720	genus	1.4e-05	FP		10	metascope_toy.profile
1217282	species	0.000679	FP		10	metascope_toy.profile
1218085	strain	0.002475	FP		10	metascope_toy.profile
1218092	strain	3.8e-05	FP		10	metascope_toy.profile
122277	genus	0.000107	FP		10	metascope_toy.profile
1223494	strain	4.8e-05	FP		10	metascope_toy.profile
1224	phylum	1.865872	TP	1.477	10	metascope_toy.profile
1229621	species	3.110113	TP	2.4763	10	metascope_toy.profile
1229621.1	strain		FN	2.4763	10	metascope_toy.profile
1231134	species	7e-06	FP		10	metascope_toy.profile
1232428	species	0.00063	FP		10	metascope_toy.profile
1234382	strain	0.000263	FP		10	metascope_toy.profile
1234680	species	0.0002	FP		10	metascope_toy.profile
1234842	species	2.1e-05	FP		10	metascope_toy.profile
1235794	strain	1.1e-05	FP		10	metascope_toy.profile
1236	class	1.780373	TP	1.0331	10	metascope_toy.profile
1236512	strain	0.2713	FP		10	metascope_toy.profile
1239	phylum	66.401081	TP	62.7126	10	metascope_toy.profile
1239396	species	9e-06	FP		10	metascope_toy.profile
1243	genus	0.002523	TP	0.0022	10	metascope_toy.profile
1243002	species	6e-06	FP		10	metascope_toy.profile
1245	species	0.002402	TP	0.0022	10	metascope_toy.profile
1245.2	strain		FN	0.0022	10	metascope_toy.profile
1249	species	1.6e-05	FP		10	metascope_toy.profile
1249554	genus	0.000234	FP		10	metascope_toy.profile
1249555	species	9.6e-05	FP		10	metascope_toy.profile
1253	genus	0.000577	TP	0.0006	10	metascope_toy.profile
1254	species	0.000577	TP	0.0006	10	metascope_toy.profile
1254.1	strain		FN	0.0006	10	metascope_toy.profile
1257	genus	6.4e-05	FP		10	metascope_toy.profile
1259973	species	0.000146	FP		10	metascope_toy.profile
1260	species	1.9e-05	TP	0.001	10	metascope_toy.profile
1260.1	strain		FN	0.001	10	metascope_toy.profile
1261	species	6.4e-05	FP		10	metascope_toy.profile
1263	genus	14.54121	TP	15.3726	10	metascope_toy.profile
1263550	species	8.4e-05	FP		10	metascope_toy.profile
1264	species	2.2e-05	FP		10	metascope_toy.profile
1265311	strain	1.1e-05	FP		10	metascope_toy.profile
1268	family	0.003347	FP		10	metascope_toy.profile
126998	species	0.000711	FP		10	metascope_toy.profile
1273095	genus	4.8e-05	FP		10	metascope_toy.profile
1279	genus	0.019281	TP	0.0157	10	metascope_toy.profile
1279384	genus	0.000352	FP		10	metascope_toy.profile
1280412	class	0.004951	FP		10	metascope_toy.profile
1280689	strain	0.133475	FP		10	metascope_toy.profile
1283	species	1.3e-05	FP		10	metascope_toy.profile
1283313	genus	0.001726	FP		10	metascope_toy.profile
1287640	species	5.9e-05	FP		10	metascope_toy.profile
128827	family	2.416381	TP	2.454	10	metascope_toy.profile
1291050	strain	0.003326	FP		10	metascope_toy.profile
1291764	strain	1.7e-05	FP		10	metascope_toy.profile
1292134	species	8.1e-05	FP		10	metascope_toy.profile
1295826	strain	8.3e-05	FP		10	metascope_toy.profile
1297617	species	0.022503	TP	0.0197	10	metascope_toy.profile
1297617.3	strain		FN	0.0197	10	metascope_toy.profile
1297750	species	1.6e-05	FP		10	metascope_toy.profile
1299998	species	1.3e-05	FP		10	metascope_toy.profile
1300	family	1.540012	TP	1.655	10	metascope_toy.profile
1301	genus	1.535323	TP	1.65	10	metascope_toy.profile
1302	species	0.000361	FP		10	metascope_toy.profile
1302778	genus	0.000119	FP		10	metascope_toy.profile
1304	species	1.286132	TP	1.6458	10	metascope_toy.profile
1304.16	strain		FN	0.004	10	metascope_toy.profile
1304.3	strain		FN	1.642	10	metascope_toy.profile
1305	species	0.000658	TP	0.0006	10	metascope_toy.profile
1305.7	strain		FN	0.0006	10	metascope_toy.profile
1307	species	0.004004	FP		10	metascope_toy.profile
1308	species	0.013297	FP		10	metascope_toy.profile
1310	species	0.000849	FP		10	metascope_toy.profile
1311	species		FN	0.0006	10	metascope_toy.profile
1311.4	strain		FN	0.0006	10	metascope_toy.profile
1312182	species	0.000262	FP		10	metascope_toy.profile
1313	species	9.6e-05	FP		10	metascope_toy.profile
1314	species	0.01334	FP		10	metascope_toy.profile
131567	cellular root	100.0	TP	100.0	10	metascope_toy.profile
13159	genus	0.000176	FP		10	metascope_toy.profile
1316194	species	5e-06	FP		10	metascope_toy.profile
1317	species	4.5e-05	FP		10	metascope_toy.profile
1318	species	0.01902	TP	0.0022	10	metascope_toy.profile
1318.6	strain		FN	0.0022	10	metascope_toy.profile
1319815	strain		FN	0.0028	10	metascope_toy.profile
1322	species	0.005821	FP		10	metascope_toy.profile
1323	species	0.000174	FP		10	metascope_toy.profile
1324864	species	8e-06	FP		10	metascope_toy.profile
1328	species	0.000185	TP	0.0006	10	metascope_toy.profile
1328.6	strain		FN	0.0006	10	metascope_toy.profile
1329	species	0.000178	FP		10	metascope_toy.profile
1330545	genus	0.000169	FP		10	metascope_toy.profile
1330546	genus	7.8e-05	FP		10	metascope_toy.profile
1330547	genus	0.00022	FP		10	metascope_toy.profile
1334	species	0.000389	FP		10	metascope_toy.profile
1334193	species	1.9e-05	FP		10	metascope_toy.profile
133448	species	0.00023	FP		10	metascope_toy.profile
1335483	genus	0.001222	FP		10	metascope_toy.profile
1335613	species	1.9e-05	FP		10	metascope_toy.profile
1335640	strain	3.5e-05	FP		10	metascope_toy.profile
1336	species	0.000782	FP		10	metascope_toy.profile
1336250	strain	0.002445	FP		10	metascope_toy.profile
1337051	species	1.7e-05	FP		10	metascope_toy.profile
1338	species	1.7e-05	FP		10	metascope_toy.profile
133925	genus	4e-05	FP		10	metascope_toy.profile
1340	species	5e-05	FP		10	metascope_toy.profile
1340029	species	9.5e-05	FP		10	metascope_toy.profile
1341132	species	1e-05	FP		10	metascope_toy.profile
1343	species	0.093458	FP		10	metascope_toy.profile
1345695	strain	6e-06	FP		10	metascope_toy.profile
1347366	species	0.000234	FP		10	metascope_toy.profile
1347393	species	0.000254	FP		10	metascope_toy.profile
1348611	genus	0.000132	FP		10	metascope_toy.profile
1348911	genus	0.246633	TP	0.1891	10	metascope_toy.profile
1349765	strain	1.1e-05	FP		10	metascope_toy.profile
1350	genus	0.233332	TP	0.2048	10	metascope_toy.profile
1351	species	0.204531	TP	0.1847	10	metascope_toy.profile
1351.104	strain		FN	0.0006	10	metascope_toy.profile
1351.11	strain		FN	0.0123	10	metascope_toy.profile
1351.25	strain		FN	0.0052	10	metascope_toy.profile
1351.30	strain		FN	0.004	10	metascope_toy.profile
1351.42	strain		FN	0.004	10	metascope_toy.profile
1351.49	strain		FN	0.1385	10	metascope_toy.profile
1351.66	strain		FN	0.0052	10	metascope_toy.profile
1351.89	strain		FN	0.0068	10	metascope_toy.profile
1351.94	strain		FN	0.0084	10	metascope_toy.profile
1352	species	0.00184	TP	0.0119	10	metascope_toy.profile
1352.1	strain		FN	0.0119	10	metascope_toy.profile
1353	species	0.006447	TP	0.0052	10	metascope_toy.profile
1353.5	strain		FN	0.0052	10	metascope_toy.profile
1354	species	0.004076	TP	0.0034	10	metascope_toy.profile
1354.11	strain		FN	0.0016	10	metascope_toy.profile
1354.4	strain		FN	0.0016	10	metascope_toy.profile
1354253	strain	6e-06	FP		10	metascope_toy.profile
1354337	strain	1.8e-05	FP		10	metascope_toy.profile
135575	genus	0.000575	FP		10	metascope_toy.profile
135577	species	0.000575	FP		10	metascope_toy.profile
135613	order	0.000619	FP		10	metascope_toy.profile
135614	order	0.00242	FP		10	metascope_toy.profile
135616	family	0.00088	FP		10	metascope_toy.profile
135619	order	0.007233	FP		10	metascope_toy.profile
135620	family	0.000472	FP		10	metascope_toy.profile
135621	family	0.006413	FP		10	metascope_toy.profile
135622	order	0.008563	FP		10	metascope_toy.profile
135623	order	0.002825	FP		10	metascope_toy.profile
135624	order	0.007876	FP		10	metascope_toy.profile
135625	order	0.000123	FP		10	metascope_toy.profile
1356488	genus	6.9e-05	FP		10	metascope_toy.profile
1357	genus	0.004628	TP	0.0052	10	metascope_toy.profile
135739	species	9.4e-05	FP		10	metascope_toy.profile
1358	species	0.004432	TP	0.0052	10	metascope_toy.profile
1358.2	strain		FN	0.0052	10	metascope_toy.profile
135858	genus	0.011364	TP	0.0074	10	metascope_toy.profile
1359	species	8.3e-05	FP		10	metascope_toy.profile
136	order	1.3e-05	FP		10	metascope_toy.profile
1366	species	2.9e-05	FP		10	metascope_toy.profile
136609	species	2e-05	FP		10	metascope_toy.profile
1367852	species	9e-06	FP		10	metascope_toy.profile
13687	genus	3.7e-05	FP		10	metascope_toy.profile
1375	genus	0.000542	TP	0.0006	10	metascope_toy.profile
1377	species	0.000223	FP		10	metascope_toy.profile
1378	genus	0.001492	TP	0.0022	10	metascope_toy.profile
137838	species	2.8e-05	FP		10	metascope_toy.profile
1380	genus	0.000568	FP		10	metascope_toy.profile
1384484	strain	0.000214	FP		10	metascope_toy.profile
1384589	species	0.000239	FP		10	metascope_toy.profile
1385	order	0.049705	TP	0.0187	10	metascope_toy.profile
1385512	strain	0.000946	FP		10	metascope_toy.profile
1386	genus	0.000655	TP	0.0006	10	metascope_toy.profile
1392250	strain	1e-06	FP		10	metascope_toy.profile
1392255	strain	1.5e-05	FP		10	metascope_toy.profile
1392389	genus	0.023261	TP	0.0197	10	metascope_toy.profile
1393034	species	0.000568	FP		10	metascope_toy.profile
1398493	species	4.4e-05	FP		10	metascope_toy.profile
1401079	strain	1.8e-05	FP		10	metascope_toy.profile
1407607	genus	3.721126	TP	0.2072	10	metascope_toy.profile
1408163	strain	2.9e-05	FP		10	metascope_toy.profile
1410646	strain	0.000333	FP		10	metascope_toy.profile
1410674	strain	1.3e-05	FP		10	metascope_toy.profile
1411144	species	0.00034	FP		10	metascope_toy.profile
141389	species	1.3e-05	FP		10	metascope_toy.profile
1414720	species	0.113975	FP		10	metascope_toy.profile
141948	genus	0.000765	FP		10	metascope_toy.profile
1423739	strain	5.1e-05	FP		10	metascope_toy.profile
1423749	strain	3.6e-05	FP		10	metascope_toy.profile
1423758	strain	0.000195	FP		10	metascope_toy.profile
1427378	genus	0.008478	FP		10	metascope_toy.profile
1428	species	1e-05	FP		10	metascope_toy.profile
1432051	genus	0.004468	FP		10	metascope_toy.profile
1432052	species	3.9e-05	FP		10	metascope_toy.profile
1433513	species	0.000114	FP		10	metascope_toy.profile
143361	species	0.000588	FP		10	metascope_toy.profile
1434011	genus	0.000185	FP		10	metascope_toy.profile
1434050	genus	4.4e-05	FP		10	metascope_toy.profile
1436289	genus	1.2e-05	FP		10	metascope_toy.profile
1436290	species	1.2e-05	FP		10	metascope_toy.profile
1437610	strain	2.3e-05	FP		10	metascope_toy.profile
1437816	species	5.9e-05	FP		10	metascope_toy.profile
143786	family	0.000126	FP		10	metascope_toy.profile
1440762	strain	0.000692	FP		10	metascope_toy.profile
144178	species	1.6e-05	FP		10	metascope_toy.profile
1448310	strain	0.000526	FP		10	metascope_toy.profile
1448311	strain	0.000197	FP		10	metascope_toy.profile
1448313	strain	0.000125	FP		10	metascope_toy.profile
1448314	strain	9.5e-05	FP		10	metascope_toy.profile
1448316	strain	2e-06	FP		10	metascope_toy.profile
1448317	strain	0.000782	FP		10	metascope_toy.profile
1449798	species	0.000105	FP		10	metascope_toy.profile
1450537	strain	3.2e-05	FP		10	metascope_toy.profile
1455061	species	8.8e-05	FP		10	metascope_toy.profile
1457217	species	0.000134	FP		10	metascope_toy.profile
1460447	species	8e-06	FP		10	metascope_toy.profile
1462993	species	1.1e-05	FP		10	metascope_toy.profile
1463165	species	0.000159	FP		10	metascope_toy.profile
1465757	species	6.2e-05	FP		10	metascope_toy.profile
1468449	species	0.008062	TP	0.0078	10	metascope_toy.profile
1468449.1	strain		FN	0.0078	10	metascope_toy.profile
1470345	species	0.013813	FP		10	metascope_toy.profile
1470349	genus	5.7e-05	FP		10	metascope_toy.profile
1470350	species	5.7e-05	FP		10	metascope_toy.profile
1470356	species	7e-06	FP		10	metascope_toy.profile
1470540	genus	6.4e-05	FP		10	metascope_toy.profile
147206	species	0.000411	FP		10	metascope_toy.profile
147207	species	0.000178	FP		10	metascope_toy.profile
1472416	species	0.00327	FP		10	metascope_toy.profile
1472417	species	0.000762	FP		10	metascope_toy.profile
1472649	genus	0.000177	FP		10	metascope_toy.profile
1472761	species	1.5e-05	FP		10	metascope_toy.profile
1472762	genus	0.001096	FP		10	metascope_toy.profile
1472763	genus	0.002145	TP	0.0016	10	metascope_toy.profile
1472764	species	0.002145	TP	0.0016	10	metascope_toy.profile
1472765	species	0.002053	TP	0.0016	10	metascope_toy.profile
1473205	genus	0.0002	FP		10	metascope_toy.profile
1473216	species	0.000132	FP		10	metascope_toy.profile
147541	class	0.000167	FP		10	metascope_toy.profile
147545	class	2.373794	TP	1.9765	10	metascope_toy.profile
1482676	species	8e-06	FP		10	metascope_toy.profile
1485	genus	0.474659	TP	2.044	10	metascope_toy.profile
1485586	species	3.2e-05	FP		10	metascope_toy.profile
1485952	species	1.3e-05	FP		10	metascope_toy.profile
149016	species	1.5e-05	FP		10	metascope_toy.profile
1492	species	7e-06	FP		10	metascope_toy.profile
1494461	species	3e-05	FP		10	metascope_toy.profile
1494462	species	7.8e-05	FP		10	metascope_toy.profile
1495444	species	2.1e-05	FP		10	metascope_toy.profile
1496	species	0.071428	TP	0.0557	10	metascope_toy.profile
1496.1	strain		FN	0.0551	10	metascope_toy.profile
1496.25	strain		FN	0.0006	10	metascope_toy.profile
149698	genus	2.1e-05	FP		10	metascope_toy.profile
1499	species	0.003326	FP		10	metascope_toy.profile
1499683	species	2.3e-05	FP		10	metascope_toy.profile
1499973	species	0.001526	FP		10	metascope_toy.profile
150022	genus	0.000369	TP	0.001	10	metascope_toy.profile
150033	species	6.7e-05	FP		10	metascope_toy.profile
150056	species	0.026184	FP		10	metascope_toy.profile
1501226	genus	0.019443	TP	0.0163	10	metascope_toy.profile
1501230	species	4e-06	FP		10	metascope_toy.profile
1501392	species	0.245966	TP	0.1891	10	metascope_toy.profile
1502	species	0.118338	TP	0.1087	10	metascope_toy.profile
1502.2	strain		FN	0.1087	10	metascope_toy.profile
150240	species	1.8e-05	FP		10	metascope_toy.profile
1504	species	0.00015	FP		10	metascope_toy.profile
1504576	genus	0.001062	FP		10	metascope_toy.profile
1505588	species	6e-06	FP		10	metascope_toy.profile
1505652	genus	8e-06	FP		10	metascope_toy.profile
1505657	genus	1.1e-05	FP		10	metascope_toy.profile
1506151	species	2.2e-05	FP		10	metascope_toy.profile
1506553	genus	0.919386	TP	0.8086	10	metascope_toy.profile
1507512	species	0.019151	FP		10	metascope_toy.profile
1508657	genus	0.003326	FP		10	metascope_toy.profile
1511761	species	0.0001	FP		10	metascope_toy.profile
1517512	species	9.9e-05	FP		10	metascope_toy.profile
151781	species	3.3e-05	FP		10	metascope_toy.profile
1521625	species	0.000807	FP		10	metascope_toy.profile
1522	species	0.000142	FP		10	metascope_toy.profile
152332	species	1.5e-05	FP		10	metascope_toy.profile
1525360	species	3.2e-05	FP		10	metascope_toy.profile
1527607	species	5.1e-05	FP		10	metascope_toy.profile
1529	species	0.002031	FP		10	metascope_toy.profile
1531	species	0.001186	FP		10	metascope_toy.profile
1533	species	1.3e-05	FP		10	metascope_toy.profile
154046	species	2.8e-05	FP		10	metascope_toy.profile
154288	species	0.00518	TP	0.0046	10	metascope_toy.profile
154288.3	strain		FN	0.0046	10	metascope_toy.profile
1544	species	0.000113	FP		10	metascope_toy.profile
1544696	species	2.9e-05	FP		10	metascope_toy.profile
1547	species	0.011265	TP	0.0107	10	metascope_toy.profile
